gene_id,10.5_n1,10.5_n2,11.5_n1,11.5_n2,13.5_n1,13.5_n2,15.5_n1,15.5_n2,15.5_n3,15.5_n4,18.5_n1,18.5_n2,P0_n1,P0_n2,Adult_n1,Adult_n2
TCIRG1,115.87,192,55,100.57,179,130,506.04,534.08,175,120,165,260,935,767.44,595.26,733.8
NAGLU,94,88,30,46,341,241,325,291,179,120,248,233,476,342,249,338
COASY,403,546,83,220,436,360,601,707,241,272,231,255,861,547,434,617
SMO,3097,3664,837,1483,4178,2517,4525,5242,1403,824,1681,1881,3088,2273,1443,1938
TSPAN33,149,95,14,35,144,67,305,288,85,65,70,70,248,158,107,138
CRNKL1,798,1117,213,486,937,621,956,1225,340,301,383,486,1249,911,946,1186
RIN2,272,501,192,398.99,1259,758,2032.15,3151,1070,679,742,957,2248.18,1862.04,1693,2540
FOLH1,5,2,0,4,1,0,18,2,1,5,19,13,3,2,5,3
CHORDC1,1354,1797,236,714.27,1269.01,870,2501.3,2488.25,574,537,656,531,1300.06,957.9,2439.87,2419.88
RTCB,2610,2935,611,1292,3341,2602,3207,4233,1189,925,1476,1763,3625,2498,1964,2534
PWP1,1205,1328,201,491,1312,914,1068,1223,340,262,505,582,1057,715,607,776
FBXO7,215,270,49,155,397,268,512,593,186,162,123,216,766,577,528.31,628
CAPNS1,1047,1325,343,726,3549,3057,5332,5480,1879,1470,2899,3245,8700,5715,5339,8754
LRP3,640,872,139,271,442,233,691.83,663.7,193,118,182,217,652,475,255,267.94
DSG4,1,0,0,4,0,0,1,0,1,1,4,0,0,1,0,0
EVX2,32,71,0,52,6,1,3,3,0,2,0,0,0,0,0,1
HOXD13,0,0,0,2,1,2,1,3,0,0,0,1,0,0,0,1
HOXD12,0,0,0,7,0,1,0,0,0,1,0,0,0,0,0,0
FOLR1,22,18,0,15,71,108,58,10,37,24,4,13,89,76,4,7
CLPB,663,750,142,345,1253,988,770,711,350,347,576,582,1125,751,1023,1262
SEPTIN7,3052,3866,777,1988.42,6213,4308.84,7438.88,8190,2482,1923,2879.79,3179,6316.88,5152.01,4497.01,5259.04
ZDHHC4,256,265,71,133,406,276,457,528,184,139,274,329,799,574,384,600
RAC1,2642.34,3220.79,638.65,1833.29,5200.84,3594.84,8801.81,9913.51,2285.64,1838.05,2737.93,3509.07,8462.79,6009.73,6650.08,9772
NUP214,810,1622,185,510,853,590,1334.61,1228.45,424,346,387,567,1219.53,1041.65,942,988.27
AIF1L,1044,1062,164,389,1366,1629,945,1088,294,211,348,359,1057,854,853,874
CPA3,1,0,4,17,126,35,897,203,289,226,773,1003,710,398,229,392
LTBP1,380.25,825.45,607.56,1098.3,5445.76,3173.2,4633,5628.83,2232.97,1505.16,2542.5,3653.39,3539.89,3566.11,1777.95,2215.87
UGP2,719,829,222,607,3520,3273,5942,4792,3402,3004,6734,7854,14770,10646,5565,6723
KCNH6,1,10,0,15,11,9,6,9,0,5,10,4,8,4,12,13
TRMT1,529,628,143,275,641,564,1000,1104,308,226,298,377,1161,995,799,895
NACC1,2161.29,2822.19,356.91,790.36,2319.84,1537.64,2717.73,2444.71,774.26,593.13,1098.91,1025.23,2311.2,1907,1516.95,1925.43
NFIX,27,17,137,218,855,492,3967.67,4512.55,1606,936,2091,1929,3704.79,3789.96,3451.77,3492.66
SLC1A5,386,384,64,97,468,257,763,619,434,576,455,552,1509,1173,1275,1873
UBA1,7251,10100,1546,4173,9355,6633,8351,7165,3110,2358,5326,5608,7815,5600,6911.98,7840
VWF,101.93,205.15,33.92,172.1,1776.07,1818.08,614.97,172.18,393.49,341.78,703.26,906.1,1035.03,884.23,1242.37,1260.22
SIAE,153.12,229.46,50.58,170.56,664.05,499.71,565.72,598.24,197.12,154.29,231.68,234.45,440.09,375.77,441.77,520.35
VSIG2,0,1,0,5,6,2,11,8,5,4,5,4,29,38,10,10
ESAM,196,224,69,166,1062,711,1136,710,467,393,692,666,1378,960,714,887
SPA17,43,45,7,28,27,26,188,265,65,46.46,16,42,204,75,60,133
FAM50A,168,164,24,83,227,201,735,877,117,106,142,159,956,476,532,754
EMD,610.03,629.08,117,331.03,688.04,541,1248.48,1417.3,208.04,193.03,297.1,339.1,1232.28,758.83,874.07,1268.96
TACO1,146.81,123.87,25,63.82,159,146.92,294.67,232.24,163.86,112,244.86,199.7,420.72,348.84,431.69,503.3
GRIK3,217,605,34,335,97,65,112,49,30,37,30,26,139,105,84,79
GRIA3,100,302,105,263,619,437,863,1100,293,195,170,206,515,581,217,235
NPAS1,10,4,1,11,3,3,7,4,1,0,3,2,3,9,5,5
SIPA1L2,913,1375,242,748,2366,1786,1527,1340,657,478,861,862,1244,1082,698,787
AP4E1,275,534,82,224,441.18,248,615.52,596.17,266,234,262,266,532.39,567.71,485.47,446.75
BLVRA,108,84,24,75,351,250,320,385,95,135,167,193,512,342,247,398
PDZD4,451,583,187,504.46,527,302,563,703,170.64,107,146,157,354,237,161,212.76
SRPK3,6,37,34,40,296,339,2225,1044,907,637,1468,1082,2575,2050,319,390
IDH3G,1027,1194,224,542,2561,2566,2093,2091,1651,2170,2290,2502,6105,3869,3868,5520
PNCK,51,59,18,72,128,134,267,259,48,33,57,67,204,122,79,124
SSR4,374,444,81,264,1047,1149,2266,2337,813,652,811,980,3034,2272,1233,1950
BCAP31,584,637,161,304,1836,1393,2328,2887,736,650,877,1023,2620,1670,2364,3296
FAM98A,339,435,60,218,508,388,1918,1769,389,274,419,435,1536,1257,1400,1495
LTBP2,1,3,4.48,29,103.55,30,2574.81,3658.28,1467.93,851.98,1022,1564.38,3846.83,3677.78,694.73,696
KMT2A,1517,3813,445,1378,1285,745,3599,3237,1180,989,721,1010,1949,2389,2387,2449
IFT46,863,1040,188,540,1113,898,1600,2226,562.04,438,522,728,1958,1284.01,853,1427
TMEM25,19,27,6,18,10,21,71,87,70,52,57,53,322,256,260,417
CD3G,0,2,1,9,120,1,2,2,3,2,1,3,10,5,16,30
TRAPPC6A,161,115,33,65,255,358,263,304,150,123,121,154,292,165,216,298
SUPT6H,1594.74,2683.95,497,1129.76,1920.64,1461.52,3922.96,3947.35,1435.35,1064,1853.57,2087.07,3910.03,3304.09,3566.28,4067.61
SPAG5,1788,2245.97,262,488,1110,609,871.11,1199.11,206,163,253,289,537.17,480.3,139.9,187.15
FOXN1,0,0,1,4,75,1,33,14,12,8,2,16,36,13,114,188
UNC119,426,484,109,260,628,522,439,456,108,91,119,151,357,242,120,200
RAB34,444,489.71,171,288.86,665,484,1028.05,1550.16,387,298.01,311,431,1166.13,878.06,317.69,469.94
SDF2,354.26,347.05,121,298.24,849.36,855.48,1403.04,1937.65,661.65,479,708.43,673.93,2241.97,1426.91,1480.72,2089.39
CCNE1,583,665,150,232,648,446,1377,1139,105,98,179,194,327,253,95,74
HSF2BP,4,7,2,14,8,11,395,127,230,160,325,385,626,360,21,24
BBC3,46,33,3,14,26,34,67,72,16,27,17,14,55,29,30,52
MYBPC3,0,0,0,2,11750,15270,69,6,9,7,25,6,4,2,0,0
PSMC3,3112,3040,551,1300,3929,3270,5020,4589,2045,1590,3137,3338,6940,4867,2984,4210.34
ACP2,638.02,1035.9,207.15,525.72,1406.75,840.11,1373.2,1635.79,479.02,352.91,481.88,696.49,1434.08,1330.97,782,955.75
RAPSN,10,18,33,43,66,115,745,595,279,181,453,352,664,462,241,290
SLC39A13,159,158,49,98,562,557,1034,1013,339,220,419,340,1257,1030,465,579.66
CELF2,1082,1474,326,1094,2391,1487,4181,3865,1437,1345,1545,1497,2549,2537,1386,1581
NR1H3,17,20,1,6,72,76,43,36,51,94,46,35,69,43,163,227
DDB2,75.98,110.1,43.85,58.28,69.25,46.89,270.8,355.21,94.98,91.09,37.12,58.51,443.92,352.03,334,389.25
SPI1,14,16,2,11,72,41,110,101,29,24,53,78,144,76,43,89
SF3A1,3051,3778,516,1298,2710,1671,2892,3017,704,565,1171,1290,2144,1742,1490,1795
STAT6,126,174,58,103,710,628,1188,1238,676,537,691,1005,1927,1360,2831,3463
CLGN,62,68,6,44,8,8,25,16,2,9,10,4,9,2,2,4
NAPSA,3,4,0,10,25,31,246,118.98,92,88,7,34,454,455.99,40.97,45
VRK3,374,429,87,192,483,478,599,733.04,198,199,199,229,630,385.5,420,567
SMG9,226,282,59,104,301,217,395,436,142,132,202,145,597,453,354,456
PAXIP1,819.83,1185.01,168,364.88,753.22,484.66,1218.76,1439.44,317,244,273,337,874.16,823.06,610.66,719.63
RMND5A,1694,2679,440,1065,2490,1810,3168,3900,1752,1493,1661,1988,3554,3164,4760,5635
MOV10,338,608,235,340,1177,799,893,1007,271,194,371,396,559,401,323,490
PPM1J,8,12,6,4,121,177,63,51,104,85,131,110,771,441,217,288
RHOC,378,391,133,310,1403,1360,2232,2877,695,458,891,923,3101,2027,807,1543
PRR27,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
TEAD3,219,482,144,192,372,256,1025,1083,201,157,161,185,916,804,871,1183
PPARD,109,141,39,92,173,151,938,892,206,158,194,190,1043,848,1080,1268
DEF6,20,25,8,14,93,52,119,143.87,32,31,71,81,164.69,94.69,348.57,407.35
PEG3,8087,19123,7190,11644,25187,19367,47142,43962,23882,15938,29592,27827,29855,41922,3279,3055
METRN,1483,1167,69,178,424.86,354.55,663,606,194.6,122,178,132,704.38,460.87,358,429
LMF1,251,364,77,186,531,343,411,454,216,220,258,267,524,325,277,378
CIAO3,302.16,361.31,65.12,138.27,497.08,503.29,699.92,583.36,361.56,298.28,518.47,588.87,1126.9,760.13,660.9,892.82
ANGPTL4,165,193,76,160,773,354,249,308,51,217,79,1050,1437,1156,197,238
DBF4,1422,1743.96,189,470.01,896,564,676.21,944.17,139,139,172,236,441.54,366.44,202.55,265.62
DAXX,665,678,124,276,677,491,683,804,209,154,231,279,605,420,394,536
CD320,270,237,36,74,364,378,350,356,76,90,139,107,297,193,159,191
IPO4,1017,1269.85,280,378.59,1421.24,1136.36,2701.61,2480.77,793,545,1096.68,1177.55,2023,1579.73,1134.83,1350.3
TM9SF1,467,630.39,123,286.32,1113.64,811.15,2247.59,2488.25,565,466,774.1,817.84,2479,1731.45,1319.38,1721.02
REC8,7,7,3,5,38,9,10,6,6,6,10,6,21,22,4,4
IRF9,98,215,41,82,245,189,410.28,400.2,199,152,188,200,516,455,509,755.22
GMPR2,199,246.37,56.43,154.33,306.9,250.64,551.74,780.44,121.84,84.91,91.33,122.01,458.25,303.54,264.94,352.52
MDP1,524,565,101,337,734,781,696,856,343,367,423,482,1375,699,567,842
DHRS1,395,481,101,263,691,576,816,835,408,262,361,430,1178,738,1000,1406
NCAN,921,1847,15,1001,172,90,99,36,14,18,13,11,11,13,1,4
TMEM161A,282,350,82,132,798,763,1084,971,336,259,395,424,1375,1103,908,1169
ARMC6,314.87,338.67,61,147.83,395.15,283.21,686.5,502.12,174.47,94.5,254.84,238.6,420.19,323.85,290.69,304.95
BORCS8,188,168,38,88,239,209,282,421,127,97,100,117,325,202,235,322
SLC25A42,35,75,17,39,112,105,432.73,359.01,178,364,77,129,942.1,730.91,715.44,1041.8
SNX9,448,595,158,327,925,721,1667,1735,578,433,637,907,1704,1396,1490,1902
RANBP3,1883,2165,391,753,1954,1711,2008,2257,747,507,877,907,1906,1540,1064,1495
NDUFA11,648,603,171,344,1790,2424,1181,991,1081,904,1674,1327,2380,1411,1041,1741
BMP8B,9,18,3,12,2,3,36.14,79.02,7,7,2,3,6,14,2,2
NR2F6,308.79,297.82,38.38,52.99,286.71,251.5,400.9,359.64,129.07,104.55,149.7,130.04,396.83,227.49,264.73,354.32
USE1,396,390,82,251,824,1072,1200,1701,540,446,587,668,1868,1286,910,1380
OCEL1,181.21,441.18,23.62,58.01,196.29,166.5,240.1,214.36,125.93,124.45,136.3,123.96,299.17,198.51,357.27,463.68
DYRK1B,283,490,57,126,228,198,632,588,405,279,602,545,1105,1011,344,514
BRAF,1102,2077,244,878,1046,662,1266.22,1616.7,805,692,475,688,1085,1392,1242.67,1413
NDUFB2,253,306,79,203,615,869,888.68,721.04,479,525,591,467,1273,796.81,759.22,1204
HLTF,585,813,106,308,839,554,698.47,905,332,350,233,268,796.53,738,727,959
PRPF6,1263,1877,282,650,1437,1265,1649,1887,773,516,933,956,1798,1277,1408,1551
RGS19,316,390,80,137,442,294,521,686,142,135,136,178,435,265,211,284
RGS20,11,17,1,21,4,0,15,28,2,5,6,4,12,5,21,22
ABHD3,11,11,1,7,27,6,92,98,43,17,9,25,68,56,73,107
SNRPD1,1478,1317,205,665,1101,902,1210,1808,290,235,278,293,1169,697,574,678
TCHP,271,426,67,131,181,146,333,447.99,93,61,72,97,433,299,291,393
TIAM1,933,1608,395,679,1057,653,1422,1832,676,530,508,1106,1118,989,3012,2946
TSC2,1321.87,2259.76,363.23,1209.14,1824.54,1230.97,2323.66,2006.1,903.25,875.71,1206.64,1335.95,2501.38,1787.84,1930.48,2201.2
RPL3L,0,0,0,0,0,1,31,2,291,215,533,460,1615,987,2121,2705
SLC9A3R2,277,247,75,179,669,611,901,860,428,339,524,564,1239,915,1096,1432
PUF60,3372,3353,579,1212,3310,2628,2958,3341,1350,930,1833,1695,3203,2243,1712,2303
GOLGA2,710,1047,223,517,1660,1288,2588,2795,1309,918,1504,1742,3716.99,3199,2914,3168
UCK1,509.9,465,148,295,598.96,535,900,1120,322,514,274,393,797.11,548,512,754
SCIN,1,1,10,20,57,15,695,1340,233,99,118,90,1031,1003,998,1055
IKZF4,62,93,21,93,62,57,170,159,40,16,30,29,96,131,42,45
MIEN1,171,189,32,117,283,311,459,544,201,204,171,218,527,304,568,821
PON1,0,3,0,4,1,0,1,1,2,3,0,4,7,12,120,262
AXL,552,780,540,824,4855,3219,6177,5988,2710,1849,4368,4923,6274,5466,3351,4019
TGFB1,33,39,7,28,156,123,367,290,90,52,114,127,498,334,292,386
CCDC97,250,348,56,154,351,289,897,971,216,119,296,197,1117,821,977,1195
AKAP8L,500,783,164,307,454,473,1032,1044,385,299,276,224,1516,1267,1232,1422
SHH,171,99,6,25,69,7,50,87,5,7,5,1,8,22,31,22
PDCD2L,222,247,36,132,219,183,369,349,117,99,182,166,346,255,194,291
GTF2F1,796,854,127,315,748,483,1003,1126,286,240,366,426,1488,837,849,1200
CLPP,378,334,73,130,430,422,660,761,195,198,247,277,663,478,441,579
ALKBH7,85,70,20,34,160,140,163,151,90,87,178,106,182,105,147,227
PSPN,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
DENND1C,3,5,1,14,3,5,73,33,29,28,14,21,121,73,65,100
MED6,490,496,91,198,512,444,508,704,142,137,219,202,632,391,385,498
PRKD1,203,295,64,125,391,364,458,628,167,141,206,240,462,370,259,282
LCP2,16,29,10,12,107.5,69,128.89,85,30,18,43,69,131,74,45,63
CSE1L,3372,4088,511,1313,2858,1918,3581,3241,833,625,1227,1157,2490,2205,1784,2032
NAA20,462,535,102,234,604,678,1439,1220,433,392,464,536,1727,1192,961,1257
PRKRA,837,958,151,451,867,618,711,1036,282,229,263,281,582,363,334,454
FKBP7,63,69,68,113,551,515,548,1061,246,188,327,308,905,561,267,431
PLEKHA3,274,351,56,154,390,295,564,646,206,165,189,209,467,468,436,567
YKT6,1244,1472,309,660,1906,1511,3391,3644,808,608,877,1180,3927,2773,2527,3144
BAZ1B,4906,7664.42,1234,2613.88,4174,2810,5682,5834,1811.87,1524,1940,2132.01,3953,3351,3799,3440.98
PEX6,391,563,146,186,532,448,988,1338,327,394,353,314,934,642,832,1052
MRPL2,418,417,93,184,645,615,724,709,410,387,679,621,1561,1068,659,916
MEA1,569,504,109,323,677,703,765.44,870.02,321,295,346,319,1146.3,633.31,599.07,919.03
GNMT,1,1,0,2,15,9,10,12,11,16,10,25,28,14,36,41
GRIN2D,6,20,6,35.68,20,17,120.58,137.22,25.88,8,16,30,162.99,136.69,108.19,84.88
KDELR1,519,660,176,414,1920,1387,3290,3610,672,561,957,1135,3100,2183,1402,2179
TMEM143,110,119,32,81,222,266,308,248.06,247,329,360,292,587,444.04,554.94,626.35
GGCT,33,62,7,48,64,37,64,77,23,25,20,27,86,75,115,175
JAG2,262,454,125,145,560,411,1411,1146,601,428,756,650,1565,1188,2083,2150
BTBD6,178,230,51,112,329,301,456,472,163,105,222,237,529,408,226,426
NUDT14,82,82,19,57,124,144,291,297,75,65,75,78,398,251,154,260
EPDR1,136,114,23,60,275,194,590,449,303,272,443,496,953,792,1264,1842
FLII,1294,1708,302,639,2410,1956,2268,1975,1254,983,1913,2203,2868,2079,2976,3393
TOP3A,499,742,107,239,600,332,424,604,184,135,229,237,456,371,230,272
ATG4D,316.43,388.8,53.91,134.46,386.81,361.48,606.48,493.81,338.81,301.71,387.42,351.54,714,415.66,784.16,1008.2
QTRT1,282,307,61,99,226,164,315,338,93,79,108,107,361,292,220,311
PLIN4,19,38,7,9,28,21,144,11,1887,2836,2657,4480,3868,3915,3773,2599
HDGFL2,1258,1562,303,553.93,980,720,1518,1668.19,381,320.01,467,494,1721.85,1399.87,1165.37,1280.78
CHAF1A,1440.91,1932.18,245.34,463.11,870.43,533.17,1148.15,1309.59,199.64,128.94,187.43,233.25,794.95,545.19,404.41,225.84
ADPRH,971,948,206,398,1337,1126,1832,1589.2,399,321,669,536,1461.13,997,639,919
TMEM39A,362,566,135,254,813,527,1656.99,1925,437,305,385,441,985.99,873,647,834.98
TIMMDC1,297,325,60,154,440,420,546,475,266,297,471,411,604.39,404.02,413.77,528
PLA1A,0,0,0,2,23,15,38,28,30,28,36,21,59,64,183,253
MCM2,3399,3697,566,937,2707,1945,2107,2216,429,277,616,520,1276,1007.64,671,356
TPRA1,183,304,63,114,319,236,441,551,200,128,184,204,522,462,541,772
NAB1,166,289,68,236,1228,1015,1217,1314,594,511,646,899,1773,1340,2126,2814
ADGRE5,183.96,284,125,205.49,992.29,589.91,2559.47,1545.58,864.79,683.97,1295.83,1203.93,2433.11,1774.38,1618.25,2116.52
IL17RA,91,140,31,140,186,95,233,171,112,92,137,198,384,253,394,418
LAMB1,1270,2491,1077,1576,8478,6576,10870,6196,4268,3299,7315,8310,10578,9604,1452,1625
KCNN1,223,307,29,135,94,93,114,125,45,40,48,46,81,68,119,115
ARRDC2,63,52,11,18,35,36,92,123,63,50,37,35,167,144,288,211
PPP1R17,104,156,0,53,64,124,1,0,0,1,0,0,2,0,0,0
CD36,15,47,15,45,2776,2820,2179,1387,2016,3923,3137,5786,10600,10180,5118,7847
MAP2K7,649,903.38,144.49,347.56,731.69,587.6,1515.95,1541.63,485,356.28,544.94,514.74,1813.18,1511.59,1506.64,1813.06
TIMM44,703,849,155,369,962,925,1588,1408,729,795,917,835,3279,2155,1351,1692
AP2A2,2671,3357,603,1287,3750.91,2864.11,3252.99,3218.97,1619,1304,2393,2702,2942.98,2385.98,1753,2526.97
PNKP,296,334,48,117,326,309,356,471,212,129,297,280,574,367,359,460
MED25,1208,1340,206,438,962,697,1535,1853.82,425,275,539,455,1517.05,1153.04,1209.94,1292.14
BCAM,523,755,234,213,5618,6159,3946,3113,2022,1311,2672,2737,5112,3867,3019,3987
CLPTM1,894,1175,218,466,1955,1502,1720,1634,742,615,1085,1287,2255,1547,1748,2243
RELB,29,39,14,22,94,80,217,205,89,67,68,145,478,305,176,334
TOMM40,819,895,198,320,936,801,1240,1172,394,375,653,540,1263,855,721,876
APOE,564,523,119,292,5620,4987,2504,1861,1341,997,1899,1841,3060,2424,5521,7187
APOC2,3,1,0,0,88,20,3,2,0,0,2,6,4,1,4,4
HBP1,1144.8,1585.64,386.38,1056.82,3114.53,2560.31,2865.65,4059.32,1312.11,1181.43,1583.29,1839.12,3615.74,2786.02,2471.66,3192.7
PRKAR2B,788,1027,127,579,677,531,1570,1846,390,1820,256,354,856,672,505,769
CDKN1B,645,735,115,373,524,530,1387,1476,480,383,393,444,1334,1154,1882,2124
KLF4,23,55,74,134,208,145,1216,1324,301,284,409,733,2134,1326,4857,5912
AP1M1,680,742,109,390,891,735,1329,1452,341,242,352,394,1423,951,634,860
RAB8A,1065,963,222,574,1531,1115,1869,2179.05,540,434,700,779,1790.01,1169.24,1265,1703
HMGN2,7283.95,5930.07,1206.7,3002.08,6921.83,5788.13,9013.21,11899.97,1743.8,1253.03,2103.99,2114.99,6163.67,4036.47,1378.7,2035.47
FAM32A,866,913,186,494,1070,952,1405,2045,451,400,407,439,1699,1052.05,1353,1997
ELF3,24,47,6,16,80,29,604.9,556.83,389.99,307.97,272,244,1496.79,712.97,3457,6916.65
CYP2C19,0,1,0,9,0,0,0,0,0,2,0,1,1,0,156,113
STARD3NL,351,454,73,260,548,389,799,835,194,171,154,196,605,432,308,500
STK11,786.85,862.34,147.89,271.48,785.21,671.35,2061.47,1993.1,615.95,455.55,692.9,613.5,2183.32,1608.32,1969.4,2699.92
EFNA2,528,468,89,180,294,225,303,343,40,27,59,61,77,58,39,52
ATP5F1D,1055,948,230,476,2653,3154,2315,1991,2101,2187,3919,3333,4678,2694,2279,3591
PPP5C,892,924,168,339,910,761,1730,1819,592,444,690,726,1784,1374,1107,1509
CDK12,1418,2606,399,936,1465,950,1645,1764,772,693,645,760,761,816,944,986
LIPE,124.89,129.64,33.55,86,141.59,79.83,158.58,185.58,220.72,1251.05,138,367.92,667.48,512.5,672.38,900.1
PAFAH1B2,4153,5283,684,2505,4535,3262,5197,5860,1598,1269,1709,1981,3418,2972,2166,2676
TBC1D8,147.22,244.5,73.15,131.28,528.96,398.41,897.23,746.16,379.48,289.52,460.77,483.96,920.47,791.3,684.3,968.39
CNOT11,626,713,114,275,815,553,871,867,268,232,479,485,922,718,596,755
SLC2A3,906.55,1288.51,217,438.17,896.17,852,491.06,268.37,103,167.62,136,106.53,209.41,127.16,99.12,96.29
FOXJ2,140,217,56,177,425,295,1059.93,911,377,317,446,407,1078.9,1033,1058.83,1308
SRI,579,574,143,364,1074,960,1582,2116,596,530,579,709,1965,1249,1635,2567
DGCR2,2369.85,3204.12,662.54,1402.09,3713.16,2472.21,4049.94,4143.33,1335.86,1071,1508.42,1813.63,3378.47,2591.63,2151.27,2817.43
IRF3,501,553,119,168,566,431,947,1025,344,298,352,335,1039,699,902,1140
BCL2L12,333.15,366.73,89.7,107.4,290.61,232,282.53,370.79,92.51,65,124.91,108.71,280.85,166.56,147.81,174.64
ZNF101,5136.34,7765.61,1180.3,3570.41,6661.35,4965.92,5179.53,8000.68,3248.46,3032.21,2737.18,3385.17,6852.56,5156.57,5868.51,6819.81
MPND,1083,1101,231,594,1063,926,975,1156,440,411,635,568,1117,632,731,1037
SH3GL1,854,1081,270,429,1361,1045,2173,2594,654,478,821,812,1848,1478,1281,1633
EBI3,4,4,0,5,10,9,23,19,6,10,8,9,52,25,18,21
YJU2,167,234,38,104,225,193,209.06,328.38,92,61,152,109,342.19,230,157.25,221.09
RANBP2,5988,9833,1283,3217,7982,4882,5508,5833,3944,3011,4138,5425,4248,4765,3950,3976
EDAR,17,14,5,20,24,9,53,75,39,24,23,58,101,91,75,102
GRK5,266,421,57,173.72,354,291,718,758,263,225,187,247,793,716,325,506
DVL3,472,1001,105,399,424,336,2311.48,2004,377.27,250,329,343,2048,1824.99,1229,1408.59
ABCF3,666,867,147,406,1026,851,1478,1490,578,470,750,798,1827,1395,1214,1502
EIF2B5,1822,1835,351,770,1949,1434,1778,1879,709,645,1177,1270,2159,1284,1421,1900
CYTH2,1106,1384,218,666,983,886,1181,1540,368,289,364,511,1253,883,860,1256
SULT2B1,9,22,3,13,5,10,46,66,18,37,46,136,160,69,410,512
CA11,43,74,18,40,56,55,69,101,12,6,6,7,55,53,111,79
DLGAP1,27,62,11,117,18,16,115,124,49,25,44,30,73,43,59,85
PLAG1,504,880,216,393,700,487,385,505,360,281,292,417,212,375,76,63
HCK,30,27,2,18,35,25,90,42,35,26,51,55,124,69,47,82
MRPL4,441,436,78,159,611,619,608,631,373,362,554,459,1035,654,678,936
KEAP1,373,461.94,122,238,866.75,723.82,1281.3,1440.33,516.91,347,764.98,732.81,1684.3,1149.02,1209.26,1474.64
AP1M2,80,125,29,56,246,54,301,291,173,102,112,202,493,305,858,1194
GLG1,1805,3594,604,1598,4691,3242,7484,6829,2439,1809,3331,3598,5460,5060,3855,3589
ATP8B3,9,17,0,11,10,5,9,10,1,3,0,0,2,2,1,0
BTBD2,781,848,223,401,1243,968,1329,1393,426,337,583,564,1091,737,678,886
CSNK1G2,1559,1699,365,593,1862,1490,3015,3364,900,727,1097,1004,2879,2074,1786,2374
ABHD17A,422,383,97,203,753,788,855,876,299,248,450,408,801,532,429,678
MOB3A,657,749,153,325,935,660,1224,1073,364,236,629,445,670,458,438,552
CACNB3,652,1028,237,569,792,680,928,902,277,225,399,391,1027,582,239,422
CCDC65,20,28,0,19,20,23,189,251,55,36,7,32,130,63,45,104
FKBP11,37,36,11,29,117,103,346,332,127.08,73,152,187,401.2,239,60.42,122.26
DDX23,1786,2030,333,677,1613,1391,2366,2544,782,559,1019,1021,2869,2004,2160,2480
PLD3,259,329,108,301,1009,827,1543,1685,490,317,634,673,1883,1405,1291,1646
GRIK5,352,554,72,249,402,353,914,1156,185,122,137,167,800,618,240,307
CD79A,2,0,1,16,2,0,21,5,4,0,5,6,5,5,9,12
RABAC1,207,190,37,119,770,978,1239,1221,701,438,793,854,2114,1573,1353,2289
ETV3,359,468,98,253,494,397,962,974,356,318,358,430,919.99,764,1565.93,1621.99
PRKCSH,1169,1534,306,595,2250,1528,2673,2927,715,439,891,908,2170,1420,1229,1480
ELAVL3,704,1563,1,759,67,45,190,21,6,34,25,10,33,13,5,3
RAB3B,36,30.92,4,43,17,31,112,18,10,40,4,6,51,24,30,74
ST8SIA6,21,17,9,35,48,17,96,99,37,64,50,67,195,169,646,886
FCGRT,49,69,53,62,982,695,1868,1705,1024,804,1301,1390,2284,2127,1591,2305
NOSIP,385,427,105,196,691,600,827,908,268,207,377,409,957,751,585,822
PIH1D1,453,459,98,185,678,754,669.19,778.9,239,199,382,368,820.35,484.8,350.59,523.78
RPS11,8216,6849,1716,3591,10306,9813,11272,14523.39,3943,3031,5035,5355,12547.01,6286.49,6627.26,9722.81
SUPT5H,2267,3019,469,1113,2728,2094,3384,3746,1271,832,1817,1958,3973,2947,2486.83,3128.65
DLL3,203,322,0,56,18,6,17,8,2,0,0,0,7,13,3,2
PAF1,724,791,146,310,918,663,1239,1311,342,296,469,520,1708,1078,1101,1395.37
TIMM50,696,703,93,226,745,628,819,775,195,244,310,324,880,627,540,760
MED29,331,302,49,161,484,479,580,580,211,126,264,258,554,339,260,392
BICD1,364.82,583.76,44.04,487.09,347.2,239,154.9,232.06,110.14,129.18,96.3,112.8,118.37,115.09,137.71,138.69
NCSTN,734,1030,174,470,1874,1493,2195.88,1924.35,764,512,888,1160,2440.52,1877.35,1449.36,2084.16
PEX19,1369,1666,301,829,2093,1751,2791,2532,1082,922,1622,1998,4180,3504,1368,1948
PHYHIP,11,17,5,14,25,16,88,39,42,32,30,69,109,42,1175,1501
CRHR2,3,2,1,10,66,48,43,22,41,32,54,21,165,96,546,867
INMT,15,4,1,6,4,1,31,11,20,7,6,3,50,17,891,1121
CYP4F3,0,0,0,1,0,0,4,2,3,0,0,0,14,7,8,12
IMPDH1,282,323,59,178,506,361,937,957,208,1093,332,395,944,760,505,623
CEACAM4,206.5,459.33,64.28,765.4,240.33,129.94,240.83,283.34,229.16,287.57,104.47,166.24,478.62,392.48,458.96,535.18
DUSP3,212,272,53,128,1391,1277,2969,1970.99,1428,1178,2356,2141,4060.46,2992,1226.18,1427.1
PRODH,148,238,36,66,200,113,127,139,96,113,81,119,276,234,474,550
ESS2,554,792,156,326.89,644,565,594,690,252,195,221,313,676.06,521,291.02,415
